"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"2953.23381","110","30","1440","Out of Range","51","2025-05-06","00:00:00","54","1","minute"
"0","139","110","0","Fat Burn","","","00:01:00","57","",""
"0","176","139","0","Cardio","","","00:02:00","54","",""
"0","220","176","0","Peak","","","00:03:00","54","",""
"","","","","","","","00:04:00","56","",""
"","","","","","","","00:05:00","55","",""
"","","","","","","","00:06:00","55","",""
"","","","","","","","00:07:00","55","",""
"","","","","","","","00:08:00","62","",""
"","","","","","","","00:09:00","54","",""
"","","","","","","","00:10:00","53","",""
"","","","","","","","00:11:00","57","",""
"","","","","","","","00:12:00","54","",""
"","","","","","","","00:13:00","54","",""
"","","","","","","","00:14:00","53","",""
"","","","","","","","00:15:00","55","",""
"","","","","","","","00:16:00","52","",""
"","","","","","","","00:17:00","56","",""
"","","","","","","","00:18:00","54","",""
"","","","","","","","00:19:00","52","",""
"","","","","","","","00:20:00","53","",""
"","","","","","","","00:21:00","56","",""
"","","","","","","","00:22:00","56","",""
"","","","","","","","00:23:00","54","",""
"","","","","","","","00:24:00","54","",""
"","","","","","","","00:25:00","55","",""
"","","","","","","","00:26:00","53","",""
"","","","","","","","00:27:00","53","",""
"","","","","","","","00:28:00","53","",""
"","","","","","","","00:29:00","55","",""
"","","","","","","","00:30:00","56","",""
"","","","","","","","00:31:00","59","",""
"","","","","","","","00:32:00","52","",""
"","","","","","","","00:33:00","50","",""
"","","","","","","","00:34:00","54","",""
"","","","","","","","00:35:00","50","",""
"","","","","","","","00:36:00","50","",""
"","","","","","","","00:37:00","51","",""
"","","","","","","","00:38:00","51","",""
"","","","","","","","00:39:00","65","",""
"","","","","","","","00:40:00","61","",""
"","","","","","","","00:41:00","71","",""
"","","","","","","","00:42:00","74","",""
"","","","","","","","00:43:00","56","",""
"","","","","","","","00:44:00","51","",""
"","","","","","","","00:45:00","50","",""
"","","","","","","","00:46:00","48","",""
"","","","","","","","00:47:00","47","",""
"","","","","","","","00:48:00","47","",""
"","","","","","","","00:49:00","48","",""
"","","","","","","","00:50:00","55","",""
"","","","","","","","00:51:00","51","",""
"","","","","","","","00:52:00","49","",""
"","","","","","","","00:53:00","49","",""
"","","","","","","","00:54:00","50","",""
"","","","","","","","00:55:00","49","",""
"","","","","","","","00:56:00","52","",""
"","","","","","","","00:57:00","48","",""
"","","","","","","","00:58:00","46","",""
"","","","","","","","00:59:00","47","",""
"","","","","","","","01:00:00","45","",""
"","","","","","","","01:01:00","46","",""
"","","","","","","","01:02:00","48","",""
"","","","","","","","01:03:00","47","",""
"","","","","","","","01:04:00","47","",""
"","","","","","","","01:05:00","44","",""
"","","","","","","","01:06:00","57","",""
"","","","","","","","01:07:00","47","",""
"","","","","","","","01:08:00","47","",""
"","","","","","","","01:09:00","47","",""
"","","","","","","","01:10:00","49","",""
"","","","","","","","01:11:00","46","",""
"","","","","","","","01:12:00","45","",""
"","","","","","","","01:13:00","44","",""
"","","","","","","","01:14:00","45","",""
"","","","","","","","01:15:00","45","",""
"","","","","","","","01:16:00","46","",""
"","","","","","","","01:17:00","45","",""
"","","","","","","","01:18:00","47","",""
"","","","","","","","01:19:00","46","",""
"","","","","","","","01:20:00","47","",""
"","","","","","","","01:21:00","46","",""
"","","","","","","","01:22:00","46","",""
"","","","","","","","01:23:00","46","",""
"","","","","","","","01:24:00","46","",""
"","","","","","","","01:25:00","46","",""
"","","","","","","","01:26:00","46","",""
"","","","","","","","01:27:00","46","",""
"","","","","","","","01:28:00","46","",""
"","","","","","","","01:29:00","45","",""
"","","","","","","","01:30:00","45","",""
"","","","","","","","01:31:00","45","",""
"","","","","","","","01:32:00","45","",""
"","","","","","","","01:33:00","45","",""
"","","","","","","","01:34:00","45","",""
"","","","","","","","01:35:00","46","",""
"","","","","","","","01:36:00","45","",""
"","","","","","","","01:37:00","46","",""
"","","","","","","","01:38:00","46","",""
"","","","","","","","01:39:00","46","",""
"","","","","","","","01:40:00","45","",""
"","","","","","","","01:41:00","45","",""
"","","","","","","","01:42:00","45","",""
"","","","","","","","01:43:00","45","",""
"","","","","","","","01:44:00","46","",""
"","","","","","","","01:45:00","46","",""
"","","","","","","","01:46:00","45","",""
"","","","","","","","01:47:00","45","",""
"","","","","","","","01:48:00","45","",""
"","","","","","","","01:49:00","45","",""
"","","","","","","","01:50:00","46","",""
"","","","","","","","01:51:00","45","",""
"","","","","","","","01:52:00","46","",""
"","","","","","","","01:53:00","46","",""
"","","","","","","","01:54:00","46","",""
"","","","","","","","01:55:00","44","",""
"","","","","","","","01:56:00","46","",""
"","","","","","","","01:57:00","45","",""
"","","","","","","","01:58:00","46","",""
"","","","","","","","01:59:00","46","",""
"","","","","","","","02:00:00","44","",""
"","","","","","","","02:01:00","47","",""
"","","","","","","","02:02:00","44","",""
"","","","","","","","02:03:00","47","",""
"","","","","","","","02:04:00","47","",""
"","","","","","","","02:05:00","48","",""
"","","","","","","","02:06:00","47","",""
"","","","","","","","02:07:00","47","",""
"","","","","","","","02:08:00","48","",""
"","","","","","","","02:09:00","48","",""
"","","","","","","","02:10:00","48","",""
"","","","","","","","02:11:00","48","",""
"","","","","","","","02:12:00","49","",""
"","","","","","","","02:13:00","46","",""
"","","","","","","","02:14:00","50","",""
"","","","","","","","02:15:00","49","",""
"","","","","","","","02:16:00","49","",""
"","","","","","","","02:17:00","49","",""
"","","","","","","","02:18:00","49","",""
"","","","","","","","02:19:00","48","",""
"","","","","","","","02:20:00","50","",""
"","","","","","","","02:21:00","50","",""
"","","","","","","","02:22:00","49","",""
"","","","","","","","02:23:00","53","",""
"","","","","","","","02:24:00","46","",""
"","","","","","","","02:25:00","48","",""
"","","","","","","","02:26:00","47","",""
"","","","","","","","02:27:00","46","",""
"","","","","","","","02:28:00","48","",""
"","","","","","","","02:29:00","47","",""
"","","","","","","","02:30:00","46","",""
"","","","","","","","02:31:00","47","",""
"","","","","","","","02:32:00","47","",""
"","","","","","","","02:33:00","46","",""
"","","","","","","","02:34:00","46","",""
"","","","","","","","02:35:00","46","",""
"","","","","","","","02:36:00","46","",""
"","","","","","","","02:37:00","46","",""
"","","","","","","","02:38:00","47","",""
"","","","","","","","02:39:00","45","",""
"","","","","","","","02:40:00","46","",""
"","","","","","","","02:41:00","46","",""
"","","","","","","","02:42:00","46","",""
"","","","","","","","02:43:00","45","",""
"","","","","","","","02:44:00","45","",""
"","","","","","","","02:45:00","46","",""
"","","","","","","","02:46:00","46","",""
"","","","","","","","02:47:00","45","",""
"","","","","","","","02:48:00","46","",""
"","","","","","","","02:49:00","46","",""
"","","","","","","","02:50:00","46","",""
"","","","","","","","02:51:00","46","",""
"","","","","","","","02:52:00","46","",""
"","","","","","","","02:53:00","46","",""
"","","","","","","","02:54:00","47","",""
"","","","","","","","02:55:00","50","",""
"","","","","","","","02:56:00","47","",""
"","","","","","","","02:57:00","46","",""
"","","","","","","","02:58:00","48","",""
"","","","","","","","02:59:00","49","",""
"","","","","","","","03:00:00","45","",""
"","","","","","","","03:01:00","45","",""
"","","","","","","","03:02:00","46","",""
"","","","","","","","03:03:00","45","",""
"","","","","","","","03:04:00","44","",""
"","","","","","","","03:05:00","46","",""
"","","","","","","","03:06:00","46","",""
"","","","","","","","03:07:00","45","",""
"","","","","","","","03:08:00","45","",""
"","","","","","","","03:09:00","44","",""
"","","","","","","","03:10:00","45","",""
"","","","","","","","03:11:00","46","",""
"","","","","","","","03:12:00","45","",""
"","","","","","","","03:13:00","47","",""
"","","","","","","","03:14:00","46","",""
"","","","","","","","03:15:00","46","",""
"","","","","","","","03:16:00","46","",""
"","","","","","","","03:17:00","48","",""
"","","","","","","","03:18:00","47","",""
"","","","","","","","03:19:00","47","",""
"","","","","","","","03:20:00","47","",""
"","","","","","","","03:21:00","46","",""
