"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"2224.58652","107","30","1440","Out of Range","47","2025-03-31","00:00:00","53","1","minute"
"0","138","107","0","Fat Burn","","","00:01:00","74","",""
"0","176","138","0","Cardio","","","00:02:00","74","",""
"0","220","176","0","Peak","","","00:03:00","69","",""
"","","","","","","","00:04:00","66","",""
"","","","","","","","00:05:00","68","",""
"","","","","","","","00:06:00","55","",""
"","","","","","","","00:07:00","54","",""
"","","","","","","","00:08:00","68","",""
"","","","","","","","00:09:00","59","",""
"","","","","","","","00:10:00","56","",""
"","","","","","","","00:11:00","55","",""
"","","","","","","","00:12:00","54","",""
"","","","","","","","00:13:00","57","",""
"","","","","","","","00:14:00","52","",""
"","","","","","","","00:15:00","52","",""
"","","","","","","","00:16:00","52","",""
"","","","","","","","00:17:00","52","",""
"","","","","","","","00:18:00","52","",""
"","","","","","","","00:19:00","54","",""
"","","","","","","","00:20:00","54","",""
"","","","","","","","00:21:00","52","",""
"","","","","","","","00:22:00","54","",""
"","","","","","","","00:23:00","54","",""
"","","","","","","","00:24:00","54","",""
"","","","","","","","00:25:00","57","",""
"","","","","","","","00:26:00","57","",""
"","","","","","","","00:27:00","51","",""
"","","","","","","","00:28:00","50","",""
"","","","","","","","00:29:00","50","",""
"","","","","","","","00:30:00","50","",""
"","","","","","","","00:31:00","52","",""
"","","","","","","","00:32:00","51","",""
"","","","","","","","00:33:00","50","",""
"","","","","","","","00:34:00","53","",""
"","","","","","","","00:35:00","61","",""
"","","","","","","","00:36:00","65","",""
"","","","","","","","00:37:00","64","",""
"","","","","","","","00:38:00","61","",""
"","","","","","","","00:39:00","53","",""
"","","","","","","","00:40:00","58","",""
"","","","","","","","00:41:00","56","",""
"","","","","","","","00:42:00","57","",""
"","","","","","","","00:43:00","59","",""
"","","","","","","","00:44:00","49","",""
"","","","","","","","00:45:00","50","",""
"","","","","","","","00:46:00","54","",""
"","","","","","","","00:47:00","50","",""
"","","","","","","","00:48:00","53","",""
"","","","","","","","00:49:00","52","",""
"","","","","","","","00:50:00","54","",""
"","","","","","","","00:51:00","50","",""
"","","","","","","","00:52:00","49","",""
"","","","","","","","00:53:00","53","",""
"","","","","","","","00:54:00","58","",""
"","","","","","","","00:55:00","53","",""
"","","","","","","","00:56:00","53","",""
"","","","","","","","00:57:00","59","",""
"","","","","","","","00:58:00","52","",""
"","","","","","","","00:59:00","51","",""
"","","","","","","","01:00:00","54","",""
"","","","","","","","01:01:00","51","",""
"","","","","","","","01:02:00","54","",""
"","","","","","","","01:03:00","55","",""
"","","","","","","","01:04:00","58","",""
"","","","","","","","01:05:00","52","",""
"","","","","","","","01:06:00","50","",""
"","","","","","","","01:07:00","51","",""
"","","","","","","","01:08:00","50","",""
"","","","","","","","01:09:00","59","",""
"","","","","","","","01:10:00","70","",""
"","","","","","","","01:11:00","71","",""
"","","","","","","","01:12:00","77","",""
"","","","","","","","01:13:00","76","",""
"","","","","","","","01:14:00","69","",""
"","","","","","","","01:15:00","68","",""
"","","","","","","","01:16:00","69","",""
"","","","","","","","01:17:00","66","",""
"","","","","","","","01:18:00","63","",""
"","","","","","","","01:19:00","72","",""
"","","","","","","","01:20:00","74","",""
"","","","","","","","01:21:00","65","",""
"","","","","","","","01:22:00","62","",""
"","","","","","","","01:23:00","63","",""
"","","","","","","","01:24:00","65","",""
"","","","","","","","01:25:00","60","",""
"","","","","","","","01:26:00","65","",""
"","","","","","","","01:27:00","70","",""
"","","","","","","","01:28:00","69","",""
"","","","","","","","01:29:00","69","",""
"","","","","","","","01:30:00","64","",""
"","","","","","","","01:31:00","66","",""
"","","","","","","","01:32:00","63","",""
"","","","","","","","01:33:00","63","",""
"","","","","","","","01:34:00","60","",""
"","","","","","","","01:35:00","63","",""
"","","","","","","","01:36:00","63","",""
"","","","","","","","01:37:00","76","",""
"","","","","","","","01:38:00","75","",""
"","","","","","","","01:39:00","70","",""
"","","","","","","","01:40:00","66","",""
"","","","","","","","01:41:00","60","",""
"","","","","","","","01:42:00","65","",""
"","","","","","","","01:43:00","68","",""
"","","","","","","","01:44:00","77","",""
"","","","","","","","01:45:00","78","",""
"","","","","","","","01:46:00","80","",""
"","","","","","","","01:47:00","84","",""
"","","","","","","","01:48:00","62","",""
"","","","","","","","01:49:00","53","",""
"","","","","","","","01:50:00","51","",""
"","","","","","","","01:51:00","73","",""
"","","","","","","","01:52:00","69","",""
"","","","","","","","01:53:00","66","",""
"","","","","","","","01:54:00","70","",""
"","","","","","","","01:55:00","72","",""
"","","","","","","","01:56:00","75","",""
"","","","","","","","01:57:00","78","",""
"","","","","","","","01:58:00","80","",""
"","","","","","","","01:59:00","72","",""
"","","","","","","","02:00:00","53","",""
"","","","","","","","02:01:00","52","",""
"","","","","","","","02:02:00","49","",""
"","","","","","","","02:03:00","52","",""
"","","","","","","","02:04:00","52","",""
"","","","","","","","02:05:00","56","",""
"","","","","","","","02:06:00","51","",""
"","","","","","","","02:07:00","52","",""
"","","","","","","","02:08:00","50","",""
"","","","","","","","02:09:00","48","",""
"","","","","","","","02:10:00","47","",""
"","","","","","","","02:11:00","47","",""
"","","","","","","","02:12:00","47","",""
"","","","","","","","02:13:00","48","",""
"","","","","","","","02:14:00","47","",""
"","","","","","","","02:15:00","49","",""
"","","","","","","","02:16:00","47","",""
"","","","","","","","02:17:00","48","",""
"","","","","","","","02:18:00","47","",""
"","","","","","","","02:19:00","47","",""
"","","","","","","","02:20:00","47","",""
"","","","","","","","02:21:00","46","",""
"","","","","","","","02:22:00","47","",""
"","","","","","","","02:23:00","47","",""
"","","","","","","","02:24:00","48","",""
"","","","","","","","02:25:00","47","",""
"","","","","","","","02:26:00","48","",""
"","","","","","","","02:27:00","48","",""
"","","","","","","","02:28:00","48","",""
"","","","","","","","02:29:00","48","",""
