"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"2868.316","109","30","1375","Out of Range","50","2025-04-03","00:00:00","54","1","minute"
"618.75968000000012","139","109","65","Fat Burn","","","00:01:00","55","",""
"0","176","139","0","Cardio","","","00:02:00","49","",""
"0","220","176","0","Peak","","","00:03:00","48","",""
"","","","","","","","00:04:00","49","",""
"","","","","","","","00:05:00","50","",""
"","","","","","","","00:06:00","49","",""
"","","","","","","","00:07:00","50","",""
"","","","","","","","00:08:00","48","",""
"","","","","","","","00:09:00","50","",""
"","","","","","","","00:10:00","52","",""
"","","","","","","","00:11:00","54","",""
"","","","","","","","00:12:00","52","",""
"","","","","","","","00:13:00","53","",""
"","","","","","","","00:14:00","52","",""
"","","","","","","","00:15:00","50","",""
"","","","","","","","00:16:00","51","",""
"","","","","","","","00:17:00","51","",""
"","","","","","","","00:18:00","52","",""
"","","","","","","","00:19:00","50","",""
"","","","","","","","00:20:00","51","",""
"","","","","","","","00:21:00","51","",""
"","","","","","","","00:22:00","50","",""
"","","","","","","","00:23:00","50","",""
"","","","","","","","00:24:00","50","",""
"","","","","","","","00:25:00","49","",""
"","","","","","","","00:26:00","50","",""
"","","","","","","","00:27:00","50","",""
"","","","","","","","00:28:00","50","",""
"","","","","","","","00:29:00","51","",""
"","","","","","","","00:30:00","50","",""
"","","","","","","","00:31:00","50","",""
"","","","","","","","00:32:00","50","",""
"","","","","","","","00:33:00","50","",""
"","","","","","","","00:34:00","52","",""
"","","","","","","","00:35:00","49","",""
"","","","","","","","00:36:00","49","",""
"","","","","","","","00:37:00","49","",""
"","","","","","","","00:38:00","50","",""
"","","","","","","","00:39:00","50","",""
"","","","","","","","00:40:00","50","",""
"","","","","","","","00:41:00","50","",""
"","","","","","","","00:42:00","51","",""
"","","","","","","","00:43:00","51","",""
"","","","","","","","00:44:00","51","",""
"","","","","","","","00:45:00","51","",""
"","","","","","","","00:46:00","51","",""
"","","","","","","","00:47:00","51","",""
"","","","","","","","00:48:00","50","",""
"","","","","","","","00:49:00","51","",""
"","","","","","","","00:50:00","51","",""
"","","","","","","","00:51:00","51","",""
"","","","","","","","00:52:00","51","",""
"","","","","","","","00:53:00","50","",""
"","","","","","","","00:54:00","53","",""
"","","","","","","","00:55:00","50","",""
"","","","","","","","00:56:00","49","",""
"","","","","","","","00:57:00","50","",""
"","","","","","","","00:58:00","54","",""
"","","","","","","","00:59:00","48","",""
"","","","","","","","01:00:00","48","",""
"","","","","","","","01:01:00","48","",""
"","","","","","","","01:02:00","49","",""
"","","","","","","","01:03:00","49","",""
"","","","","","","","01:04:00","50","",""
"","","","","","","","01:05:00","49","",""
"","","","","","","","01:06:00","49","",""
"","","","","","","","01:07:00","49","",""
"","","","","","","","01:08:00","49","",""
"","","","","","","","01:09:00","49","",""
"","","","","","","","01:10:00","48","",""
"","","","","","","","01:11:00","48","",""
"","","","","","","","01:12:00","47","",""
"","","","","","","","01:13:00","48","",""
"","","","","","","","01:14:00","49","",""
"","","","","","","","01:15:00","50","",""
"","","","","","","","01:16:00","60","",""
"","","","","","","","01:17:00","50","",""
"","","","","","","","01:18:00","52","",""
"","","","","","","","01:19:00","53","",""
"","","","","","","","01:20:00","51","",""
"","","","","","","","01:21:00","51","",""
"","","","","","","","01:22:00","51","",""
"","","","","","","","01:23:00","51","",""
"","","","","","","","01:24:00","52","",""
"","","","","","","","01:25:00","51","",""
"","","","","","","","01:26:00","52","",""
"","","","","","","","01:27:00","52","",""
"","","","","","","","01:28:00","53","",""
"","","","","","","","01:29:00","51","",""
"","","","","","","","01:30:00","51","",""
"","","","","","","","01:31:00","52","",""
"","","","","","","","01:32:00","51","",""
"","","","","","","","01:33:00","52","",""
"","","","","","","","01:34:00","53","",""
"","","","","","","","01:35:00","52","",""
"","","","","","","","01:36:00","57","",""
"","","","","","","","01:37:00","54","",""
"","","","","","","","01:38:00","50","",""
"","","","","","","","01:39:00","50","",""
"","","","","","","","01:40:00","48","",""
"","","","","","","","01:41:00","48","",""
"","","","","","","","01:42:00","53","",""
"","","","","","","","01:43:00","55","",""
"","","","","","","","01:44:00","55","",""
"","","","","","","","01:45:00","55","",""
"","","","","","","","01:46:00","53","",""
"","","","","","","","01:47:00","54","",""
"","","","","","","","01:48:00","56","",""
"","","","","","","","01:49:00","54","",""
"","","","","","","","01:50:00","54","",""
"","","","","","","","01:51:00","54","",""
"","","","","","","","01:52:00","61","",""
"","","","","","","","01:53:00","52","",""
"","","","","","","","01:54:00","54","",""
"","","","","","","","01:55:00","54","",""
"","","","","","","","01:56:00","56","",""
"","","","","","","","01:57:00","53","",""
"","","","","","","","01:58:00","54","",""
"","","","","","","","01:59:00","56","",""
"","","","","","","","02:00:00","52","",""
"","","","","","","","02:01:00","53","",""
"","","","","","","","02:02:00","53","",""
"","","","","","","","02:03:00","55","",""
"","","","","","","","02:04:00","51","",""
"","","","","","","","02:05:00","50","",""
"","","","","","","","02:06:00","50","",""
"","","","","","","","02:07:00","50","",""
"","","","","","","","02:08:00","50","",""
"","","","","","","","02:09:00","50","",""
"","","","","","","","02:10:00","51","",""
"","","","","","","","02:11:00","51","",""
"","","","","","","","02:12:00","52","",""
"","","","","","","","02:13:00","51","",""
"","","","","","","","02:14:00","51","",""
"","","","","","","","02:15:00","51","",""
"","","","","","","","02:16:00","52","",""
"","","","","","","","02:17:00","52","",""
"","","","","","","","02:18:00","52","",""
"","","","","","","","02:19:00","52","",""
"","","","","","","","02:20:00","52","",""
"","","","","","","","02:21:00","52","",""
"","","","","","","","02:22:00","52","",""
"","","","","","","","02:23:00","52","",""
"","","","","","","","02:24:00","52","",""
"","","","","","","","02:25:00","52","",""
"","","","","","","","02:26:00","53","",""
"","","","","","","","02:27:00","52","",""
"","","","","","","","02:28:00","52","",""
"","","","","","","","02:29:00","52","",""
"","","","","","","","02:30:00","52","",""
"","","","","","","","02:31:00","52","",""
"","","","","","","","02:32:00","51","",""
"","","","","","","","02:33:00","50","",""
"","","","","","","","02:34:00","51","",""
"","","","","","","","02:35:00","52","",""
"","","","","","","","02:36:00","52","",""
"","","","","","","","02:37:00","51","",""
"","","","","","","","02:38:00","51","",""
"","","","","","","","02:39:00","52","",""
"","","","","","","","02:40:00","51","",""
"","","","","","","","02:41:00","52","",""
"","","","","","","","02:42:00","51","",""
"","","","","","","","02:43:00","51","",""
"","","","","","","","02:44:00","51","",""
"","","","","","","","02:45:00","52","",""
"","","","","","","","02:46:00","52","",""
"","","","","","","","02:47:00","53","",""
"","","","","","","","02:48:00","52","",""
"","","","","","","","02:49:00","51","",""
"","","","","","","","02:50:00","51","",""
"","","","","","","","02:51:00","51","",""
"","","","","","","","02:52:00","51","",""
"","","","","","","","02:53:00","51","",""
"","","","","","","","02:54:00","51","",""
"","","","","","","","02:55:00","51","",""
"","","","","","","","02:56:00","51","",""
"","","","","","","","02:57:00","63","",""
"","","","","","","","02:58:00","57","",""
"","","","","","","","02:59:00","48","",""
"","","","","","","","03:00:00","47","",""
"","","","","","","","03:01:00","44","",""
"","","","","","","","03:02:00","44","",""
"","","","","","","","03:03:00","47","",""
"","","","","","","","03:04:00","44","",""
"","","","","","","","03:05:00","44","",""
"","","","","","","","03:06:00","45","",""
"","","","","","","","03:07:00","45","",""
"","","","","","","","03:08:00","47","",""
"","","","","","","","03:09:00","47","",""
