"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"3138.05995","110","30","1438","Out of Range","51","2025-04-30","00:00:00","85","1","minute"
"15.166540000000001","139","110","2","Fat Burn","","","00:01:00","87","",""
"0","176","139","0","Cardio","","","00:02:00","86","",""
"0","220","176","0","Peak","","","00:03:00","83","",""
"","","","","","","","00:04:00","82","",""
"","","","","","","","00:05:00","73","",""
"","","","","","","","00:06:00","71","",""
"","","","","","","","00:07:00","72","",""
"","","","","","","","00:08:00","69","",""
"","","","","","","","00:09:00","65","",""
"","","","","","","","00:10:00","58","",""
"","","","","","","","00:11:00","61","",""
"","","","","","","","00:12:00","66","",""
"","","","","","","","00:13:00","61","",""
"","","","","","","","00:14:00","63","",""
"","","","","","","","00:15:00","70","",""
"","","","","","","","00:16:00","70","",""
"","","","","","","","00:17:00","62","",""
"","","","","","","","00:18:00","60","",""
"","","","","","","","00:19:00","66","",""
"","","","","","","","00:20:00","66","",""
"","","","","","","","00:21:00","61","",""
"","","","","","","","00:22:00","68","",""
"","","","","","","","00:23:00","71","",""
"","","","","","","","00:24:00","64","",""
"","","","","","","","00:25:00","67","",""
"","","","","","","","00:26:00","77","",""
"","","","","","","","00:27:00","80","",""
"","","","","","","","00:28:00","75","",""
"","","","","","","","00:29:00","53","",""
"","","","","","","","00:30:00","52","",""
"","","","","","","","00:31:00","52","",""
"","","","","","","","00:32:00","52","",""
"","","","","","","","00:33:00","51","",""
"","","","","","","","00:34:00","53","",""
"","","","","","","","00:35:00","53","",""
"","","","","","","","00:36:00","53","",""
"","","","","","","","00:37:00","53","",""
"","","","","","","","00:38:00","54","",""
"","","","","","","","00:39:00","55","",""
"","","","","","","","00:40:00","56","",""
"","","","","","","","00:41:00","54","",""
"","","","","","","","00:42:00","61","",""
"","","","","","","","00:43:00","65","",""
"","","","","","","","00:44:00","58","",""
"","","","","","","","00:45:00","58","",""
"","","","","","","","00:46:00","55","",""
"","","","","","","","00:47:00","53","",""
"","","","","","","","00:48:00","52","",""
"","","","","","","","00:49:00","53","",""
"","","","","","","","00:50:00","53","",""
"","","","","","","","00:51:00","53","",""
"","","","","","","","00:52:00","58","",""
"","","","","","","","00:53:00","52","",""
"","","","","","","","00:54:00","55","",""
"","","","","","","","00:55:00","51","",""
"","","","","","","","00:56:00","50","",""
"","","","","","","","00:57:00","52","",""
"","","","","","","","00:58:00","58","",""
"","","","","","","","00:59:00","53","",""
"","","","","","","","01:00:00","50","",""
"","","","","","","","01:01:00","50","",""
"","","","","","","","01:02:00","50","",""
"","","","","","","","01:03:00","48","",""
"","","","","","","","01:04:00","50","",""
"","","","","","","","01:05:00","50","",""
"","","","","","","","01:06:00","48","",""
"","","","","","","","01:07:00","49","",""
"","","","","","","","01:08:00","48","",""
"","","","","","","","01:09:00","48","",""
"","","","","","","","01:10:00","48","",""
"","","","","","","","01:11:00","48","",""
"","","","","","","","01:12:00","47","",""
"","","","","","","","01:13:00","47","",""
"","","","","","","","01:14:00","46","",""
"","","","","","","","01:15:00","47","",""
"","","","","","","","01:16:00","47","",""
"","","","","","","","01:17:00","47","",""
"","","","","","","","01:18:00","48","",""
"","","","","","","","01:19:00","48","",""
"","","","","","","","01:20:00","48","",""
"","","","","","","","01:21:00","48","",""
"","","","","","","","01:22:00","46","",""
"","","","","","","","01:23:00","47","",""
"","","","","","","","01:24:00","49","",""
"","","","","","","","01:25:00","48","",""
"","","","","","","","01:26:00","48","",""
"","","","","","","","01:27:00","47","",""
"","","","","","","","01:28:00","48","",""
"","","","","","","","01:29:00","49","",""
"","","","","","","","01:30:00","48","",""
"","","","","","","","01:31:00","48","",""
"","","","","","","","01:32:00","49","",""
"","","","","","","","01:33:00","48","",""
"","","","","","","","01:34:00","48","",""
"","","","","","","","01:35:00","48","",""
"","","","","","","","01:36:00","49","",""
"","","","","","","","01:37:00","48","",""
"","","","","","","","01:38:00","48","",""
"","","","","","","","01:39:00","49","",""
"","","","","","","","01:40:00","48","",""
"","","","","","","","01:41:00","48","",""
"","","","","","","","01:42:00","49","",""
"","","","","","","","01:43:00","56","",""
"","","","","","","","01:44:00","46","",""
"","","","","","","","01:45:00","47","",""
"","","","","","","","01:46:00","45","",""
"","","","","","","","01:47:00","45","",""
"","","","","","","","01:48:00","46","",""
"","","","","","","","01:49:00","47","",""
"","","","","","","","01:50:00","47","",""
"","","","","","","","01:51:00","47","",""
"","","","","","","","01:52:00","47","",""
"","","","","","","","01:53:00","47","",""
"","","","","","","","01:54:00","47","",""
"","","","","","","","01:55:00","52","",""
"","","","","","","","01:56:00","49","",""
"","","","","","","","01:57:00","51","",""
"","","","","","","","01:58:00","52","",""
"","","","","","","","01:59:00","53","",""
"","","","","","","","02:00:00","50","",""
"","","","","","","","02:01:00","51","",""
"","","","","","","","02:02:00","49","",""
"","","","","","","","02:03:00","49","",""
"","","","","","","","02:04:00","48","",""
"","","","","","","","02:05:00","49","",""
"","","","","","","","02:06:00","49","",""
"","","","","","","","02:07:00","49","",""
"","","","","","","","02:08:00","52","",""
"","","","","","","","02:09:00","47","",""
"","","","","","","","02:10:00","49","",""
"","","","","","","","02:11:00","48","",""
"","","","","","","","02:12:00","49","",""
"","","","","","","","02:13:00","49","",""
"","","","","","","","02:14:00","48","",""
"","","","","","","","02:15:00","49","",""
"","","","","","","","02:16:00","48","",""
"","","","","","","","02:17:00","48","",""
"","","","","","","","02:18:00","48","",""
"","","","","","","","02:19:00","48","",""
"","","","","","","","02:20:00","48","",""
"","","","","","","","02:21:00","48","",""
"","","","","","","","02:22:00","48","",""
"","","","","","","","02:23:00","48","",""
"","","","","","","","02:24:00","48","",""
"","","","","","","","02:25:00","48","",""
"","","","","","","","02:26:00","48","",""
"","","","","","","","02:27:00","48","",""
"","","","","","","","02:28:00","48","",""
"","","","","","","","02:29:00","48","",""
"","","","","","","","02:30:00","48","",""
"","","","","","","","02:31:00","48","",""
"","","","","","","","02:32:00","48","",""
"","","","","","","","02:33:00","49","",""
"","","","","","","","02:34:00","48","",""
"","","","","","","","02:35:00","49","",""
"","","","","","","","02:36:00","48","",""
"","","","","","","","02:37:00","48","",""
"","","","","","","","02:38:00","47","",""
"","","","","","","","02:39:00","48","",""
"","","","","","","","02:40:00","48","",""
"","","","","","","","02:41:00","47","",""
"","","","","","","","02:42:00","59","",""
"","","","","","","","02:43:00","47","",""
"","","","","","","","02:44:00","45","",""
"","","","","","","","02:45:00","45","",""
"","","","","","","","02:46:00","46","",""
