"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"2762.1074999999996","111","30","1432","Out of Range","53","2025-04-10","00:00:00","58","1","minute"
"67.4625","140","111","8","Fat Burn","","","00:01:00","60","",""
"0","177","140","0","Cardio","","","00:02:00","61","",""
"0","220","177","0","Peak","","","00:03:00","57","",""
"","","","","","","","00:04:00","62","",""
"","","","","","","","00:05:00","57","",""
"","","","","","","","00:06:00","57","",""
"","","","","","","","00:07:00","58","",""
"","","","","","","","00:08:00","58","",""
"","","","","","","","00:09:00","56","",""
"","","","","","","","00:10:00","55","",""
"","","","","","","","00:11:00","57","",""
"","","","","","","","00:12:00","58","",""
"","","","","","","","00:13:00","62","",""
"","","","","","","","00:14:00","59","",""
"","","","","","","","00:15:00","57","",""
"","","","","","","","00:16:00","58","",""
"","","","","","","","00:17:00","60","",""
"","","","","","","","00:18:00","61","",""
"","","","","","","","00:19:00","58","",""
"","","","","","","","00:20:00","57","",""
"","","","","","","","00:21:00","57","",""
"","","","","","","","00:22:00","59","",""
"","","","","","","","00:23:00","58","",""
"","","","","","","","00:24:00","58","",""
"","","","","","","","00:25:00","57","",""
"","","","","","","","00:26:00","58","",""
"","","","","","","","00:27:00","59","",""
"","","","","","","","00:28:00","66","",""
"","","","","","","","00:29:00","74","",""
"","","","","","","","00:30:00","65","",""
"","","","","","","","00:31:00","66","",""
"","","","","","","","00:32:00","66","",""
"","","","","","","","00:33:00","66","",""
"","","","","","","","00:34:00","58","",""
"","","","","","","","00:35:00","55","",""
"","","","","","","","00:36:00","55","",""
"","","","","","","","00:37:00","54","",""
"","","","","","","","00:38:00","56","",""
"","","","","","","","00:39:00","54","",""
"","","","","","","","00:40:00","53","",""
"","","","","","","","00:41:00","55","",""
"","","","","","","","00:42:00","57","",""
"","","","","","","","00:43:00","66","",""
"","","","","","","","00:44:00","56","",""
"","","","","","","","00:45:00","56","",""
"","","","","","","","00:46:00","55","",""
"","","","","","","","00:47:00","57","",""
"","","","","","","","00:48:00","59","",""
"","","","","","","","00:49:00","58","",""
"","","","","","","","00:50:00","59","",""
"","","","","","","","00:51:00","57","",""
"","","","","","","","00:52:00","58","",""
"","","","","","","","00:53:00","57","",""
"","","","","","","","00:54:00","57","",""
"","","","","","","","00:55:00","57","",""
"","","","","","","","00:56:00","59","",""
"","","","","","","","00:57:00","59","",""
"","","","","","","","00:58:00","59","",""
"","","","","","","","00:59:00","61","",""
"","","","","","","","01:00:00","61","",""
"","","","","","","","01:01:00","67","",""
"","","","","","","","01:02:00","74","",""
"","","","","","","","01:03:00","63","",""
"","","","","","","","01:04:00","63","",""
"","","","","","","","01:05:00","61","",""
"","","","","","","","01:06:00","58","",""
"","","","","","","","01:07:00","58","",""
"","","","","","","","01:08:00","61","",""
"","","","","","","","01:09:00","58","",""
"","","","","","","","01:10:00","59","",""
"","","","","","","","01:11:00","57","",""
"","","","","","","","01:12:00","57","",""
"","","","","","","","01:13:00","60","",""
"","","","","","","","01:14:00","62","",""
"","","","","","","","01:15:00","58","",""
"","","","","","","","01:16:00","56","",""
"","","","","","","","01:17:00","56","",""
"","","","","","","","01:18:00","57","",""
"","","","","","","","01:19:00","55","",""
"","","","","","","","01:20:00","56","",""
"","","","","","","","01:21:00","56","",""
"","","","","","","","01:22:00","53","",""
"","","","","","","","01:23:00","54","",""
"","","","","","","","01:24:00","56","",""
"","","","","","","","01:25:00","52","",""
"","","","","","","","01:26:00","53","",""
"","","","","","","","01:27:00","53","",""
"","","","","","","","01:28:00","52","",""
"","","","","","","","01:29:00","52","",""
"","","","","","","","01:30:00","52","",""
"","","","","","","","01:31:00","53","",""
"","","","","","","","01:32:00","56","",""
"","","","","","","","01:33:00","52","",""
"","","","","","","","01:34:00","51","",""
"","","","","","","","01:35:00","51","",""
