"activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__min","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__restingHeartRate","activities-heart__dateTime","activities-heart-intraday__dataset__time","activities-heart-intraday__dataset__value","activities-heart-intraday__datasetInterval","activities-heart-intraday__datasetType"
"2896.5500700000002","112","30","1358","Out of Range","54","2025-04-09","00:00:00","56","1","minute"
"735.60524999999973","141","112","70","Fat Burn","","","00:01:00","56","",""
"145.45067999999998","177","141","12","Cardio","","","00:02:00","57","",""
"0","220","177","0","Peak","","","00:03:00","56","",""
"","","","","","","","00:04:00","55","",""
"","","","","","","","00:05:00","56","",""
"","","","","","","","00:06:00","57","",""
"","","","","","","","00:07:00","56","",""
"","","","","","","","00:08:00","55","",""
"","","","","","","","00:09:00","55","",""
"","","","","","","","00:10:00","55","",""
"","","","","","","","00:11:00","57","",""
"","","","","","","","00:12:00","57","",""
"","","","","","","","00:13:00","55","",""
"","","","","","","","00:14:00","55","",""
"","","","","","","","00:15:00","56","",""
"","","","","","","","00:16:00","54","",""
"","","","","","","","00:17:00","56","",""
"","","","","","","","00:18:00","55","",""
"","","","","","","","00:19:00","55","",""
"","","","","","","","00:20:00","56","",""
"","","","","","","","00:21:00","54","",""
"","","","","","","","00:22:00","56","",""
"","","","","","","","00:23:00","68","",""
"","","","","","","","00:24:00","53","",""
"","","","","","","","00:25:00","54","",""
"","","","","","","","00:26:00","54","",""
"","","","","","","","00:27:00","54","",""
"","","","","","","","00:28:00","56","",""
"","","","","","","","00:29:00","59","",""
"","","","","","","","00:30:00","56","",""
"","","","","","","","00:31:00","55","",""
"","","","","","","","00:32:00","54","",""
"","","","","","","","00:33:00","53","",""
"","","","","","","","00:34:00","56","",""
"","","","","","","","00:35:00","55","",""
"","","","","","","","00:36:00","55","",""
"","","","","","","","00:37:00","58","",""
"","","","","","","","00:38:00","60","",""
"","","","","","","","00:39:00","59","",""
"","","","","","","","00:40:00","57","",""
"","","","","","","","00:41:00","63","",""
"","","","","","","","00:42:00","60","",""
"","","","","","","","00:43:00","59","",""
"","","","","","","","00:44:00","58","",""
"","","","","","","","00:45:00","58","",""
"","","","","","","","00:46:00","57","",""
"","","","","","","","00:47:00","70","",""
"","","","","","","","00:48:00","63","",""
"","","","","","","","00:49:00","67","",""
"","","","","","","","00:50:00","58","",""
"","","","","","","","00:51:00","56","",""
"","","","","","","","00:52:00","56","",""
"","","","","","","","00:53:00","53","",""
"","","","","","","","00:54:00","52","",""
"","","","","","","","00:55:00","54","",""
"","","","","","","","00:56:00","54","",""
"","","","","","","","00:57:00","57","",""
"","","","","","","","00:58:00","56","",""
"","","","","","","","00:59:00","56","",""
"","","","","","","","01:00:00","56","",""
"","","","","","","","01:01:00","56","",""
"","","","","","","","01:02:00","57","",""
"","","","","","","","01:03:00","57","",""
"","","","","","","","01:04:00","58","",""
"","","","","","","","01:05:00","56","",""
"","","","","","","","01:06:00","58","",""
"","","","","","","","01:07:00","56","",""
"","","","","","","","01:08:00","59","",""
"","","","","","","","01:09:00","57","",""
"","","","","","","","01:10:00","56","",""
"","","","","","","","01:11:00","63","",""
"","","","","","","","01:12:00","76","",""
"","","","","","","","01:13:00","66","",""
"","","","","","","","01:14:00","64","",""
"","","","","","","","01:15:00","71","",""
"","","","","","","","01:16:00","65","",""
"","","","","","","","01:17:00","81","",""
"","","","","","","","01:18:00","66","",""
"","","","","","","","01:19:00","62","",""
"","","","","","","","01:20:00","60","",""
"","","","","","","","01:21:00","59","",""
"","","","","","","","01:22:00","58","",""
"","","","","","","","01:23:00","58","",""
"","","","","","","","01:24:00","59","",""
"","","","","","","","01:25:00","63","",""
"","","","","","","","01:26:00","69","",""
"","","","","","","","01:27:00","80","",""
"","","","","","","","01:28:00","79","",""
